STATION_NAME,STN_ID,LAT,LON,ENSEMBLE,RCP,MODEL,CLIMATOLOGY,Annual,DJF,MAM,JJA,SON,NDJFMA,MJJASO,January,February,March,April,May,June,July,August,September,October,November,December
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp26,CESM1-CAM5,2060-2079,63.66,49.95,67.97,80.62,56.06,54.12,73.25,50.87,53.95,61.86,62.37,79.68,84.63,82.81,74.42,64.12,53.83,50.25,45.19
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp26,CESM1-CAM5,2060-2079,62.73,60.4,64.98,72.06,53.34,59.25,66.21,61.99,63.73,60.99,61.8,72.15,75.86,73.36,66.95,56.79,52.17,51.08,55.88
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp26,CESM1-CAM5,2060-2079,74.16,64.22,76.99,85.44,70.04,67.67,80.7,62.18,66.2,72.82,73.21,84.93,88.32,86.29,81.72,74.83,68.11,67.19,64.06
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp26,CESM1-CAM5,2060-2079,42.18,50.69,45.95,42.15,29.73,45.35,38.88,50.9,57.31,45.22,43.3,49.32,48.06,42.92,35.48,27.6,29.91,31.68,44.41
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp26,CESM1-CAM5,2060-2079,71.3,74.39,75.52,71.01,64.02,73.75,68.87,73.63,79.98,77.08,73.13,76.34,73.77,73.5,65.76,62.31,60.93,68.66,69.76
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp26,CESM1-CAM5,2060-2079,61.63,46.72,62.03,78.07,59.85,50.94,72.46,44.3,49.24,51.92,62.26,71.9,78.42,78.97,76.84,69.2,59.41,50.93,46.15
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp26,CESM1-CAM5,2060-2079,40.48,53.64,39.87,35.31,33.25,46.19,34.9,55.91,57.86,45.05,35.93,38.63,37.5,34.92,33.5,31.8,33.05,34.9,46.72
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp26,CESM1-CAM5,2060-2079,75.41,75.71,81.91,78.98,65.04,76.1,74.83,75.11,81.14,80.87,79.84,85.03,83.59,81.42,71.94,65.73,61.27,68.13,70.83
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp26,CESM1-CAM5,2060-2079,68.53,70.52,71.73,69.6,62.43,69.27,67.92,70.91,72.93,70.73,72.13,72.34,71.39,68.37,69.03,63.71,62.69,60.88,67.21
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp26,CESM1-CAM5,2060-2079,68.85,71.96,73.74,67.79,61.85,71.43,66.3,71.54,75.92,74.4,72.41,74.41,71.15,69.5,62.7,60.79,59.26,65.51,68.55
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp26,CESM1-CAM5,2060-2079,37.66,48.53,38.17,35.35,28.6,41.6,33.71,48.12,52.83,38.39,34.41,41.72,40.78,36,29.28,24.48,30.02,31.3,44.56
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp26,CESM1-CAM5,2060-2079,65.71,70.8,67.75,63.28,60.94,68.63,62.75,69.9,73.81,68.24,67.25,67.76,65.33,62.44,62.06,57.69,61.26,63.87,68.88
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp26,CESM1-CAM5,2060-2079,68.98,54,70.66,84.53,66.61,58.54,79.34,53.09,58.06,62.33,68.28,81.38,86.55,86.69,80.35,74.88,66.2,58.76,51.25
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp26,CESM1-CAM5,2060-2079,74.22,74.79,80.48,76,65.61,75.24,73.27,74.23,79.29,80.12,78.47,82.85,79.53,77.56,70.92,66.55,62.23,68.05,70.86
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp26,CESM1-CAM5,2060-2079,51.45,41.55,54.26,67.95,42.01,43.74,59.23,41.99,43.18,47.81,50.67,64.3,71.63,69.6,62.61,46.06,41.17,38.81,39.61
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp26,CESM1-CAM5,2080-2099,62.63,53,64.25,75.39,58.01,55.58,69.78,51.72,54.83,59.98,60.7,72.06,78.54,77.89,69.74,63.65,56.8,53.58,52.1
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp26,CESM1-CAM5,2080-2099,73.15,63.35,75.76,82.07,71.37,67.22,79.1,62.9,65.02,69.86,77,80.43,83.8,82.24,80.16,76.83,71.11,66.15,62.32
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp26,CESM1-CAM5,2080-2099,41.55,34.71,45.34,56.67,29.18,34.95,48.03,30.3,36.95,33.23,44.65,58.13,63.33,60.85,45.83,30.97,29.08,27.49,37.76
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp26,CESM1-CAM5,2080-2099,67.43,65.69,72.62,73.69,57.86,65.91,69.04,65.09,69.08,68.44,72.34,77.08,79.23,73.89,67.95,59.16,56.94,57.5,62.46
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp26,CESM1-CAM5,2080-2099,65.98,66.05,70.97,67.62,59.24,66.51,65.41,65.44,68.87,68.67,72.12,72.13,71.67,67.75,63.44,58.35,59.11,60.28,63.92
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp26,CESM1-CAM5,2080-2099,55.01,69.91,55.52,42,52.6,64.71,45.36,69.97,73.26,67.67,53.94,44.95,41.81,41.47,42.71,47.91,53.34,56.54,66.58
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp26,CESM1-CAM5,2080-2099,72.92,75.2,77.11,72.91,66.56,74.88,71.06,74.54,79.33,75.79,78.72,76.82,75.36,72.44,70.93,65.78,65.03,68.88,71.38
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp26,CESM1-CAM5,2080-2099,72.31,65.58,76.22,81.49,66.17,68.2,76.57,63.94,70.92,73.12,74.26,81.28,84.71,83.82,75.95,70.28,63.36,64.87,61.23
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp26,CESM1-CAM5,2080-2099,56.93,56.54,56.71,62.43,52.08,55.61,58.3,57.04,57.12,55.72,55.91,58.49,63.19,65.77,58.33,53.34,50.65,52.25,55.36
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp26,CESM1-CAM5,2080-2099,63,58.13,64.96,73.86,55.23,58.47,67.65,55.63,63.49,63.44,61.28,70.15,75.43,75.07,71.08,62.31,51.86,51.53,54.72
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp26,CESM1-CAM5,2080-2099,50.25,46.3,54.7,61.78,38.41,45.86,54.85,45.01,52.46,45.23,54.59,64.29,67.91,63.69,53.73,41.58,37.92,35.75,40.81
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp26,CESM1-CAM5,2080-2099,56.46,45.04,62.54,72.04,46.63,48.67,64.61,42.47,51.28,54.87,59.41,73.33,77.24,73.79,65.09,53.82,44.38,41.71,40.13
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp26,CESM1-CAM5,2080-2099,66.99,71.03,72.25,65.6,59.12,70.67,63.33,71.25,74.55,74.47,71.48,70.78,70.81,66.32,59.67,55.03,57.35,64.98,67.13
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp26,CESM1-CAM5,2080-2099,71.17,80.22,73.44,60.95,69.92,77.55,64.72,81.13,83.23,79.96,73.7,66.67,58.4,60.49,63.98,69.5,69.27,71,76.7
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp26,CESM1-CAM5,2080-2099,69.97,59.52,72.73,84.75,63.2,61.97,78.32,58.11,65.38,65.33,70.74,82.11,86.56,87.19,80.16,72.33,60.21,56.58,54.23
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp26,CESM1-CAM5,2080-2099,76.85,70.79,82.71,82.8,71.37,74.38,79.53,69.2,76.87,82.61,80.51,85.01,84.89,84.01,79.49,75.19,68.61,70.31,65.51
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp26,CESM1-CAM5,2080-2099,64.35,56.7,66.74,73.03,61,58.98,69.76,55.57,58.55,61.48,66.18,72.55,74.61,73.7,70.78,67.25,59.69,56.07,55.75
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp26,CESM1-CAM5,2080-2099,58.61,47.41,58,73.42,55.56,49.6,67.64,47.94,46.8,52.09,56.86,65.03,71.37,74.52,74.37,67.67,52.89,46.13,47.71
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp26,CESM1-CAM5,2080-2099,68.12,62.11,71.43,75.74,63.43,64.6,71.8,61.98,64.56,69.33,70.2,74.75,78.35,76.78,72.08,65.12,63.71,61.45,59.12
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp26,CESM1-CAM5,2080-2099,51.12,41.19,55.87,62.97,44.5,44.46,57.71,38.36,44.25,47.68,54.8,64.04,66.67,63.64,58.61,52.3,41.03,40.18,40.32
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp26,CESM1-CAM5,2080-2099,77.69,67.6,80.54,88.21,74.51,71.26,84.15,67.62,71.28,75.75,79.03,86.83,89.41,89.41,85.81,77.74,75.69,70.08,63.67
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp26,CESM1-CAM5,2080-2099,72.13,64.62,76.11,80.74,67.41,67.72,76.84,62.6,68.99,73.61,73.45,81.27,82.26,82.21,77.76,72.67,64.86,64.72,61.15
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp26,CESM1-CAM5,2080-2099,75.39,75.69,80.49,78.4,67.2,75.7,75.3,74.05,82.54,76.21,82.86,82.41,80.46,77.51,77.23,66.51,67.68,67.41,69.82
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,r1i1p1,rcp26,CESM1-CAM5,2080-2099,39.34,29.79,43.15,52.29,31.77,33.19,45.4,27.28,33.31,36.32,44.52,48.62,56.32,53.75,46.79,36.44,30.49,28.37,29.24
MELBOURNE-AIRPORT,86282,-37.68,144.84,r1i1p1,rcp26,CESM1-CAM5,2080-2099,70.33,63.15,74,78.28,66.26,66.24,74.71,61.17,67.82,72.39,70.86,78.75,80.28,79.57,75,70.99,63.69,64.1,59.32
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp26,CESM1-CAM5,2080-2099,63.39,49.41,68.43,79.88,56.06,54.08,72.91,48.38,55.61,63.07,63.03,79.17,83.74,81.87,74.04,65.71,52.9,49.57,43.61
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp26,CESM1-CAM5,2080-2099,62.25,59.74,63.99,72.61,52.92,58.47,66.16,59.2,63.53,60,61.79,70.17,75.99,74.39,67.45,58.33,50.61,49.81,55.78
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp26,CESM1-CAM5,2080-2099,74.89,64.76,78.14,86.03,70.89,68.35,81.62,62.58,67.95,73.75,74.85,85.82,88.06,87.84,82.2,76,69.79,66.87,63.03
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp26,CESM1-CAM5,2080-2099,43.07,51.39,46.45,44.21,30.15,45.99,40.16,51.34,57.6,44.08,44.9,50.37,51.46,44.37,36.81,29.05,28.91,32.49,45.46
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp26,CESM1-CAM5,2080-2099,70.34,73.63,74.3,70.51,62.88,72.94,67.84,72.79,79.11,76.26,72.06,74.58,73.48,72.6,65.44,61.04,59.25,68.12,68.51
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp26,CESM1-CAM5,2080-2099,61.94,46.27,63.3,78.08,60.09,51.11,72.79,44.64,46.43,55.64,61.82,72.45,78.26,79.12,76.87,69.52,60.52,50.23,47.77
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp26,CESM1-CAM5,2080-2099,40.88,53.15,40.45,35.77,33.93,46.27,35.43,55.73,57.27,46.32,36.32,38.7,38.74,35.43,33.15,33.17,33.38,35.24,47.13
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp26,CESM1-CAM5,2080-2099,74.29,74.53,80.73,78.34,63.74,75.08,73.63,73.91,79.95,79.74,79.51,82.94,82.72,80.77,71.54,64.59,59.23,67.4,69.13
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp26,CESM1-CAM5,2080-2099,68.02,69.8,71.15,70.34,60.98,68.55,67.71,68.26,74.48,68.55,72.98,71.91,72.67,69.32,69.04,61.27,62.04,59.64,66.03
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp26,CESM1-CAM5,2080-2099,67.92,71.05,72.63,67.24,60.87,70.59,65.33,70.57,74.9,73.49,71.8,72.61,70.4,68.67,62.65,59.58,58.06,64.99,67.31
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp26,CESM1-CAM5,2080-2099,37.64,47.61,37.84,36.12,28.9,41.08,34.17,47.55,50.94,37.6,35.1,40.82,41,36.98,30.38,26.44,29.41,30.85,44.63
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp26,CESM1-CAM5,2080-2099,66.02,70.82,67.6,64.97,60.83,68.54,63.65,69.15,75.05,67.72,67.25,67.84,67,64.22,63.7,58.44,60.67,63.39,67.81
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp26,CESM1-CAM5,2080-2099,68.11,52.41,70.09,84.04,66.2,57.66,78.78,49.35,57.96,62.5,67.57,80.21,85.56,85.94,80.61,75.64,64.75,58.2,48.98
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp26,CESM1-CAM5,2080-2099,73.5,73.99,79.52,75.88,64.77,74.6,72.5,73.6,78.67,79.43,78.41,80.72,79.06,77.5,71.08,65.47,61.18,67.67,69.18
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp26,CESM1-CAM5,2080-2099,51.13,41.8,53.31,67.18,42.36,43.69,58.68,40.03,43.96,47.21,48.95,63.78,70.65,68.95,61.94,48.15,38.62,40.31,41.09
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp26,CNRM-CM5,2020-2039,62.23,54.09,62.91,74.01,57.87,56.01,68.45,54.34,55.64,58.71,59.86,70.15,78.54,74.97,68.52,62.45,56.05,55.09,52.43
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp26,CNRM-CM5,2020-2039,72.6,63.79,74.83,81.24,70.6,67.01,78.26,63.91,64.91,68.9,75.26,80.32,82.18,81.94,79.6,76.52,68.97,66.29,62.37
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp26,CNRM-CM5,2020-2039,40.52,37.72,42.53,52.12,29.89,36.12,45,32.62,44.32,35.11,39.81,52.67,64.56,52.49,39.3,29.72,31.25,28.69,35.67
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp26,CNRM-CM5,2020-2039,67.6,66.64,72.87,72.95,57.94,66.26,68.97,66.03,69.57,69.46,70.6,78.55,77.83,72.48,68.54,58.73,57.69,57.4,64.28
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp26,CNRM-CM5,2020-2039,65.79,66.55,70.77,66.71,59.09,66.33,65.22,66.17,68.97,69.62,69.22,73.46,70.09,66.26,63.76,58.76,58.98,59.54,64.64
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp26,CNRM-CM5,2020-2039,56.26,72.9,54.92,40.83,56.39,66.23,46.3,74.03,75.56,66.59,53,45.17,43.34,39.07,40.08,49.42,60.72,59.05,69.08
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp26,CNRM-CM5,2020-2039,73.38,76.35,77.05,72.03,68.05,75.7,71.08,74.97,81.15,76.91,78.24,76.01,73.79,72.14,70.17,67.33,67.06,69.76,73.05
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp26,CNRM-CM5,2020-2039,73.1,67.79,75.73,82.37,66.39,68.74,77.42,67.34,71.9,71,74.17,82.03,85.11,84.78,77.23,70.81,64.53,63.83,64.52
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp26,CNRM-CM5,2020-2039,57.66,58.22,56.27,63.87,52.27,56.19,59.13,59.33,57.25,55.17,55.56,58.07,64.89,66.11,60.62,52.7,52.42,51.7,58.07
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp26,CNRM-CM5,2020-2039,63.54,59.3,64.44,74.43,56.09,59.34,67.87,57.24,66.47,63.22,61.33,68.77,78.62,75.53,69.13,62.9,52.25,53.11,53.94
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp26,CNRM-CM5,2020-2039,48.07,46.95,50.31,56.87,37.98,45.03,50.99,43.01,55.2,45.08,46.94,58.9,64.71,58.48,47.43,37.97,38.48,37.48,43.14
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp26,CNRM-CM5,2020-2039,55.9,44.82,58.2,71.83,48.65,47.4,64.42,42.84,50.26,49.32,55.92,69.38,77.64,74.11,63.72,53.59,48.1,44.26,41.71
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp26,CNRM-CM5,2020-2039,67.17,71.68,72.29,65.68,59.06,70.59,63.76,70.83,76.21,74.25,69.89,72.74,70.48,66.48,60.07,54.97,57.83,64.39,67.95
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp26,CNRM-CM5,2020-2039,70.3,79.54,72.86,58.84,70.02,77.28,63.35,79.73,82.93,79.76,73.36,65.47,56.83,59.31,60.37,69.05,69.07,71.93,75.82
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp26,CNRM-CM5,2020-2039,68.67,59.84,68.75,83.44,62.5,60.62,76.82,58.2,64.46,61.89,66.03,78.32,86.33,85.75,77.82,70.18,61.3,55.71,56.87
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp26,CNRM-CM5,2020-2039,78.31,74.32,82.33,83.74,72.79,76.07,80.54,73.28,78.01,80.52,80.81,85.65,85.12,85.05,81.06,76.04,70.32,72,71.85
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp26,CNRM-CM5,2020-2039,65.8,58.72,68.38,74.79,61.48,60.85,70.87,57.32,60.59,62.97,68.74,73.45,76.31,76.36,71.71,67.63,59.76,57.06,57.67
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp26,CNRM-CM5,2020-2039,58.91,48.06,57.39,74.6,55.69,49.81,68.11,49.45,47.67,51.16,56.56,64.46,72.69,76.05,75.04,66.83,53.58,46.65,46.78
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp26,CNRM-CM5,2020-2039,68.64,62.56,71.71,76.48,63.83,64.79,72.54,61.8,65.76,69.06,70.14,75.94,78.54,77.98,72.93,65.77,64.06,61.65,60.04
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp26,CNRM-CM5,2020-2039,55.18,47.16,58.76,67.87,46.95,49.16,61.08,43.91,52.77,52.17,57.35,65.74,72.09,70.5,61.02,52.43,44.7,43.73,44.3
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp26,CNRM-CM5,2020-2039,77.94,68.1,80.45,88.5,74.78,71.29,84.62,67.28,72.52,75.26,78.04,88.04,89.06,90.26,86.17,78.37,75.82,70.16,64.29
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp26,CNRM-CM5,2020-2039,73.22,68.19,74.83,80.9,68.9,69.32,77.08,67.47,70.4,70.74,73.09,80.68,82.18,82.48,78.03,73.16,65.93,67.6,66.9
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp26,CNRM-CM5,2020-2039,74.37,75.19,79,75.42,67.91,74.87,73.9,73.43,79.89,76.88,79.93,80.19,76.61,74.55,75.09,69.43,67.52,66.79,72.1
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,r1i1p1,rcp26,CNRM-CM5,2020-2039,42.77,35.68,44.67,55.93,34.53,37.09,48.32,33.38,40.2,37.93,45.23,50.86,60.75,58.77,48.26,38.15,33.11,32.34,33.75
MELBOURNE-AIRPORT,86282,-37.68,144.84,r1i1p1,rcp26,CNRM-CM5,2020-2039,71.6,67.05,72.82,78.62,67.8,68.07,75.08,66.59,69.22,69.62,70.61,78.23,80.52,79.99,75.37,71.59,64.78,67.03,65.62
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp26,CNRM-CM5,2020-2039,64.87,54.1,66.81,80.51,57.99,56.48,73.3,56.08,56.31,57.85,64.71,77.88,85.1,82.32,74.12,67.14,53.25,53.59,50.08
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp26,CNRM-CM5,2020-2039,60.78,59.39,60.92,70.05,52.61,57.21,64.35,57.04,63.56,57.19,56.95,68.63,73.88,72.25,64.01,54.92,52.43,50.48,57.97
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp26,CNRM-CM5,2020-2039,74.66,66.61,76.32,84.45,71.31,68.92,80.45,65.1,69.42,71.38,73.5,84.08,86.7,85.24,81.42,76.21,69.02,68.69,65.09
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp26,CNRM-CM5,2020-2039,41.96,52.51,43.18,40.51,31.45,46.66,37.13,48.35,62.82,45.45,40.86,43.23,48.6,39.51,33.41,27.92,30.09,36.33,46.94
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp26,CNRM-CM5,2020-2039,70.51,74.19,74.05,70.79,62.75,72.74,68.3,74.08,78.95,75.61,71.39,75.13,72.71,73.16,66.5,61.35,60.36,66.4,69.73
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp26,CNRM-CM5,2020-2039,62.35,47.81,62.73,77.96,61.07,52.12,72.73,47.46,48.63,54.69,61.56,71.95,78.09,79.66,76.14,69.92,60.64,52.66,46.85
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp26,CNRM-CM5,2020-2039,42.54,57.8,41.15,36.21,35.16,49.33,35.89,60.43,61.54,47.19,37.38,38.89,41.08,35.43,32.13,32.44,35.37,37.66,50.96
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp26,CNRM-CM5,2020-2039,73.88,74.98,79.51,78.03,63.04,74.38,73.5,74.27,80.14,78.81,76.96,82.77,82.1,80.42,71.56,63.96,60.2,64.95,70.49
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp26,CNRM-CM5,2020-2039,67.2,69.03,69.11,68.88,61.97,67.19,67.35,68.22,71.59,67.79,68.59,70.95,70.18,67.76,68.7,64.07,62.46,59.39,66.77
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp26,CNRM-CM5,2020-2039,67.5,71.09,71.63,66.99,60.27,69.85,65.2,70.87,74.59,72.44,69.88,72.58,69.71,68.75,62.51,59.09,58.57,63.14,67.93
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp26,CNRM-CM5,2020-2039,39.08,53.05,38.86,33.67,30.77,45.5,32.66,49.13,60.19,41.52,36.18,38.87,41.31,32.77,26.92,25.47,30.6,36.25,49.75
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp26,CNRM-CM5,2020-2039,65.71,71.07,66.71,62.9,62.09,68.55,62.84,68.49,75.98,68.19,65.94,66.01,64.12,62.61,61.96,59.85,62.51,63.91,68.92
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp26,CNRM-CM5,2020-2039,68.53,54.69,67.55,84.43,67.3,57.68,79.29,54.36,56.65,57.56,66.3,78.81,85.99,86.75,80.55,76.59,67.06,58.26,53.49
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp26,CNRM-CM5,2020-2039,72.59,73.47,78.08,75.17,63.64,73.29,71.96,71.99,78.67,77.86,75.71,80.68,78.26,76.77,70.49,64.42,61.15,65.34,69.75
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp26,CNRM-CM5,2020-2039,52.55,44.87,53.37,68.12,43.79,45.76,59.41,45.38,48.82,47.19,51.63,61.29,76.16,69.04,59.16,48.99,41.79,40.6,40.53
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp26,CNRM-CM5,2040-2059,62.11,53.59,63,74.19,57.64,55.52,68.7,52.34,55.83,58.46,59.74,70.79,77.57,76,69,62.07,56.8,54.05,52.73
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp26,CNRM-CM5,2040-2059,72.76,63.4,75.08,81.82,70.79,67.01,78.58,64.12,63.63,69.27,75.27,80.7,83.65,82.01,79.81,76.34,68.96,67.07,62.27
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp26,CNRM-CM5,2040-2059,40.6,34.47,44.06,52.37,31.67,35.35,45.92,29.65,40.62,32.93,44.17,55.06,63.39,52.91,40.8,30.93,32.41,31.66,32.62
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp26,CNRM-CM5,2040-2059,67.11,65.33,73.18,72.29,57.66,65.51,68.74,63.88,69.63,69.25,70.76,79.54,78.29,71.87,66.71,58.24,57.81,56.91,62.45
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp26,CNRM-CM5,2040-2059,65.37,65.66,71.09,66,58.7,65.84,64.88,64.35,69.36,69.58,69.29,74.4,70.34,65.65,62.01,57.87,59,59.22,63.4
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp26,CNRM-CM5,2040-2059,55.98,70.53,56.01,41.86,55.54,65.74,46.24,73.2,73.63,67.61,54.79,45.63,45.01,39.51,41.04,49.33,56.91,60.38,64.75
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp26,CNRM-CM5,2040-2059,73.57,74.87,77.44,73.67,68.27,74.94,72.22,73.55,78.63,76.22,78.49,77.59,76.33,74.1,70.57,67.4,67.34,70.06,72.55
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp26,CNRM-CM5,2040-2059,72.23,64.69,75.11,82.05,66.96,67.01,77.41,63.94,67.82,69.78,73.79,81.76,84.94,84.54,76.67,71.63,64.92,64.32,62.69
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp26,CNRM-CM5,2040-2059,57.5,57.38,56.81,63.67,52.16,56.33,58.68,59.16,56.85,55.74,56.66,58.05,65.18,66.14,59.69,53.31,49.73,53.42,56.12
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp26,CNRM-CM5,2040-2059,63.3,58.96,64.4,74.43,55.51,58.74,67.98,55.93,66.28,62.18,60.84,70.17,77.67,76.13,69.47,61.32,53.14,52.06,54.42
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp26,CNRM-CM5,2040-2059,48.72,44.23,52.14,58.44,39.92,44.25,53.09,40.71,52.32,43.86,49.04,63.51,65.71,60.56,49.05,39.32,40.38,40.07,40.12
